Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Mbeya,Mbeya Rural,Ulenje,"33.67048371,-8.947286731",river/lake,0,0,unknown,enough,12023040023WP02_12,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,none
functional,Mbeya,Mbeya Rural,Ulenje,"33.67142421,-8.94516686",river/lake,0,0,unknown,enough,12023040023WP03_13,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,none
functional,Mbeya,Mbeya Rural,Ulenje,"33.67329249,-8.939551667",river/lake,0,0,unknown,enough,12023040023WP05_15,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,tap broken
functional,Mbeya,Mbeya Rural,Ulenje,"33.67393101,-8.934014297",river/lake,0,0,unknown,enough,12023040023WP08_18,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,none
functional,Mbeya,Mbeya Rural,Ulenje,"33.67956143,-8.941536289",river/lake,0,0,unknown,enough,12023040023WP09_19,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,tap broken
functional,Mbeya,Mbeya Rural,Ulenje,"33.67422447,-8.952632199",river/lake,0,0,unknown,enough,12023040023WP11_21,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,none
functional,Mbeya,Mbeya Rural,Ulenje,"33.67758044,-8.947090814",river/lake,0,0,unknown,enough,12023040023WP13_23,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,none
functional,Mbeya,Mbeya Rural,Ulenje,"33.68398992,-8.924693891",river/lake,0,0,unknown,enough,12023040023WP40_50,good,gravity,unknown,on failure,RC Church,RC Church,wug,none
functional,Mbeya,Mbeya Rural,Ulenje,"33.68525062,-8.908808366",river/lake,0,0,unknown,seasonal,12023040023WP37_47,good,gravity,unknown,on failure,RC Church,RC Church,wug,none
functional,Mbeya,Mbeya Rural,Ulenje,"33.68583311,-8.919262143",river/lake,0,0,unknown,enough,12023040023WP35_45,good,gravity,unknown,on failure,RC Church,RC Church,wug,tap broken
functional,Mbeya,Mbeya Rural,Ulenje,"33.67864024,-8.947145597",river/lake,0,0,unknown,enough,12023040023WP14_24,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,none
functional,Mbeya,Mbeya Rural,Ulenje,"33.67915459,-8.94625707",river/lake,0,0,unknown,enough,12023040023WP15_25,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,none
functional,Mbeya,Mbeya Rural,Ulenje,"33.67423784,-8.940010712",river/lake,0,0,unknown,enough,12023040023WP06_16,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,tap broken
functional,Mbeya,Mbeya Rural,Ulenje,"33.69097214,-8.947555255",river/lake,0,0,unknown,enough,12023040023WP17_27,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,tap broken
functional,Mbeya,Mbeya Rural,Ulenje,"33.69012119,-8.949917387",river/lake,0,0,unknown,enough,12023040023WP16_26,good,gravity,unknown,on failure,DANIDA,DANIDA,wug,tap broken
functional,Mbeya,Mbarali,Ubaruku,"34.30496554,-8.677747903",river/lake,0,0,unknown,seasonal,12073087103WP16_514,good,gravity,unknown,never pay,,,vwc,tap broken
functional,Mbeya,Mbarali,Ubaruku,"34.29876909,-8.700902456",river/lake,0,0,unknown,seasonal,12073087103WP01_499,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.30314045,-8.678766542",river/lake,0,0,unknown,seasonal,12073087103WP15_513,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31077203,-8.698670159",river/lake,0,0,unknown,seasonal,12073087103WP12_510,good,gravity,unknown,never pay,,,vwc,tap broken
functional,Mbeya,Mbarali,Ubaruku,"34.30750412,-8.700658824",river/lake,0,0,unknown,seasonal,12073087103WP11_509,good,gravity,unknown,never pay,,,vwc,tap broken
functional,Mbeya,Mbarali,Ubaruku,"34.30254872,-8.698656061",river/lake,0,0,unknown,seasonal,12073087103WP09_507,good,gravity,unknown,never pay,,,vwc,tap broken
functional,Mbeya,Mbarali,Ubaruku,"34.30144537,-8.699881915",river/lake,0,0,unknown,seasonal,12073087103WP08_506,good,gravity,unknown,never pay,,,vwc,tap broken
functional,Mbeya,Mbarali,Ubaruku,"34.29674509,-8.701205841",river/lake,0,0,unknown,seasonal,12073087103WP07_505,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.30749196,-8.678000604",river/lake,0,0,unknown,seasonal,12073087103WP18_516,good,gravity,unknown,never pay,,,vwc,tap broken
functional,Mbeya,Mbarali,Ubaruku,"34.31425334,-8.676690787",river/lake,0,0,unknown,seasonal,12073087103WP20_518,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31566902,-8.668905457",borehole,0,0,unknown,enough,12073087103WP26_524,good,submersible,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31297227,-8.669680994",borehole,0,0,unknown,enough,12073087103WP27_525,good,submersible,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31512011,-8.672007331",borehole,0,0,unknown,enough,12073087103WP28_526,good,submersible,unknown,never pay,,,vwc,engine broken
functional,Mbeya,Mbarali,Ubaruku,"34.29361612,-8.650767876",river/lake,0,0,unknown,seasonal,12073087103WP82_579,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.29404859,-8.647401042",river/lake,0,0,unknown,seasonal,12073087103WP81_578,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.32481544,-8.672841978",borehole,0,0,unknown,enough,12073087103WP38_536,good,india mark ii,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.29519235,-8.653122523",river/lake,0,0,unknown,seasonal,12073087103WP80_577,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.29419259,-8.657176745",river/lake,0,0,unknown,seasonal,12073087103WP79_576,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.29818269,-8.65304964",river/lake,0,0,unknown,seasonal,12073087103WP78_575,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.30069109,-8.655600583",river/lake,0,0,unknown,seasonal,12073087103WP77_574,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.29984834,-8.657942296",river/lake,0,0,unknown,seasonal,12073087103WP76_573,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.29996323,-8.659679139",river/lake,0,0,unknown,seasonal,12073087103WP75_572,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.30440618,-8.674348026",river/lake,0,0,unknown,enough,12073087103WP73_570,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.30339308,-8.666640962",borehole,0,0,unknown,enough,12073087103WP70_567,good,submersible,unknown,never pay,,,vwc,none
