Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Ruvuma,Songea Rural,Wino,"35.29902627,-9.760693156",river/lake,8000,0,1997,enough,10023055021WP63,good,submersible,unknown,annually,Mission,Mission,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.29822004,-9.760571883",river/lake,8000,0,1997,enough,10023055021WP64,good,submersible,unknown,annually,Mission,Mission,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.2975185,-9.760209185",river/lake,8000,0,1997,enough,10023055021WP65,good,submersible,unknown,annually,Mission,Mission,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.29642899,-9.759423037",river/lake,8000,0,1997,enough,10023055021WP66,good,submersible,unknown,annually,Mission,Mission,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.2994647,-9.759924538",river/lake,8000,0,1997,enough,10023055021WP67,good,submersible,unknown,annually,Mission,Mission,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.29953853,-9.757155147",river/lake,8000,0,1997,enough,10023055021WP68,good,submersible,unknown,annually,Mission,Mission,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.29998978,-9.757530629",river/lake,8000,0,1997,enough,10023055021WP70,good,submersible,unknown,annually,Mission,Mission,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.30052256,-9.757937791",river/lake,8000,0,1997,enough,10023055021WP71,good,submersible,unknown,annually,Mission,Mission,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.3011748,-9.758370087",river/lake,8000,0,1997,enough,10023055021WP72,good,submersible,unknown,annually,Mission,Mission,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.2708732,-9.831390947",river/lake,0,300,1994,seasonal,10023055021WP92,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.28047933,-9.829482597",river/lake,0,0,1994,seasonal,10023055021WP101,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.28479305,-9.825699111",river/lake,0,280,1994,insufficient,10023055021WP104,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.28454272,-9.824489703",river/lake,0,0,1994,insufficient,10023055021WP105,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.28394271,-9.82307501",river/lake,0,0,1994,enough,10023055021WP106,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.28415827,-9.821340944",river/lake,0,0,1994,enough,10023055021WP107,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Urban,Wino,"35.28321671,-9.819570482",river/lake,0,500,1994,enough,10023055021WP108,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.28443623,-9.815460356",river/lake,0,0,1994,enough,10023055021WP109,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.2871478,-9.813001382",river/lake,0,0,1994,enough,10023055021WP110,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.28895655,-9.811321441",river/lake,0,0,1994,enough,10023055021WP112,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.29217567,-9.812283075",river/lake,0,0,1994,enough,10023055021WP113,good,gravity,unknown,on failure,CDTF,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.29682173,-9.812113308",river/lake,0,0,1994,enough,10023055021WP114,good,gravity,unknown,on failure,CDFT,DWE,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.34547268,-9.833926392",river/lake,0,600,2009,enough,10023055021WP115,good,gravity,unknown,never pay,Villagers,Villagers,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.34437941,-9.8321104",river/lake,0,500,2009,enough,10023055021WP116,good,gravity,unknown,never pay,Villagers,Villagers,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.34466278,-9.831342026",river/lake,0,0,2009,enough,10023055021WP117,good,gravity,unknown,never pay,Villagers,Villagers,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.34538359,-9.831170324",river/lake,0,0,2009,enough,10023055021WP118,good,gravity,unknown,never pay,Villagers,Villagers,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.34350051,-9.832687586",river/lake,0,0,2009,enough,10023055021WP119,good,gravity,unknown,never pay,Villagers,Villagers,vwc,none
functional,Ruvuma,Songea Rural,Wino,"35.34434375,-9.833183593",river/lake,0,0,2009,enough,10023055021WP120,good,gravity,unknown,never pay,Villagers,Villagers,vwc,none
functional,Ruvuma,Nyasa,Utiri,"35.04804407,-10.87427293",spring,0,50,2011,enough,1003305705WP05,good,gravity,unknown,unknown,DANIDA,DANIDA,vwc,none
functional,Ruvuma,Nyasa,Utiri,"35.05434615,-10.86652808",spring,0,120,1990,enough,1003305705WP01,good,gravity,unknown,unknown,RC,RC,vwc,none
functional,Ruvuma,Nyasa,Utiri,"35.05531621,-10.86882775",spring,0,40,2011,enough,1003305705WP04,good,gravity,unknown,unknown,DANIDA,DANIDA,vwc,none
