Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Simiyu,Maswa,Shishiyu,"33.59010712,-2.937015166",shallow well,0,0,unknown,enough,1702305915WP56_335,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.60447992,-2.906919556",shallow well,0,0,unknown,enough,1702305915WP43_322,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.63939541,-2.873291484",shallow well,0,0,unknown,enough,1702305915WP06_285,salty,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.64477524,-2.863069103",shallow well,0,0,unknown,enough,1702305915WP05_284,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.6067398,-2.851114689",shallow well,0,0,unknown,enough,1702305915WP19_298,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.61878593,-2.844481419",shallow well,0,0,unknown,enough,1702305915WP03_282,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.62749776,-2.834618573",shallow well,0,0,unknown,enough,1702305915WP02_281,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.64241135,-2.832405341",shallow well,0,0,unknown,enough,1702305915WP01_280,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.63279219,-2.936234378",shallow well,0,0,unknown,enough,1702305915WP72_351,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.62679303,-2.946141203",shallow well,0,0,unknown,enough,1702305915WP70_349,good,swn 80,unknown,never pay,Government of Tanzania,RWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.61815393,-2.950148672",shallow well,0,0,unknown,enough,1702305915WP69_348,good,swn 80,unknown,other,Government of Tanzania,RWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.6127119,-2.953804634",shallow well,0,0,unknown,enough,1702305915WP68_347,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.62479612,-2.959217183",shallow well,0,0,unknown,enough,1702305915WP67_346,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.60391574,-2.972046809",shallow well,0,0,unknown,enough,1702305915WP66_345,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.60213981,-2.971410228",shallow well,0,0,unknown,enough,1702305915WP65_344,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.63248598,-2.980802659",shallow well,0,0,unknown,enough,1702305915WP64_343,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.6192764,-2.976365346",shallow well,0,0,unknown,enough,1702305915WP63_342,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.60104458,-2.962393552",shallow well,0,0,unknown,enough,1702305915WP62_341,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.57342699,-2.947809898",shallow well,0,0,unknown,enough,1702305915WP60_339,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.57259362,-2.954642482",shallow well,0,0,unknown,enough,1702305915WP59_338,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.57161655,-2.944409917",shallow well,0,0,unknown,enough,1702305915WP58_337,good,nira/tanira,unknown,never pay,Netherlands,DWE,trust,none
functional,Simiyu,Maswa,Shishiyu,"33.58285802,-2.938032555",shallow well,0,0,unknown,enough,1702305915WP57_336,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.58774617,-2.939269733",shallow well,0,0,unknown,insufficient,1702305915WP55_334,good,nira/tanira,unknown,unknown,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.60629514,-2.922833792",shallow well,0,0,unknown,enough,1702305915WP54_333,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.59261474,-2.848478745",shallow well,0,0,unknown,enough,1702305915WP14_293,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.59556693,-2.939796856",shallow well,0,0,unknown,enough,1702305915WP49_328,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.60200508,-2.907633343",shallow well,0,0,unknown,enough,1702305915WP44_323,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.58481807,-2.880514754",shallow well,0,0,unknown,seasonal,1702305915WP46_325,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.59933825,-2.909547499",shallow well,0,0,unknown,enough,1702305915WP45_324,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.55146253,-2.836633419",shallow well,0,0,unknown,enough,1702305915WP24_303,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.6095031,-2.921076184",shallow well,0,0,unknown,enough,1702305915WP42_321,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.60898529,-2.920057835",shallow well,0,0,unknown,enough,1702305915WP41_320,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.55707648,-2.872733767",shallow well,0,0,unknown,enough,1702305915WP21_300,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.5533834,-2.912238609",shallow well,0,0,unknown,enough,1702305915WP33_312,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.53433941,-2.90931554",shallow well,0,0,unknown,enough,1702305915WP32_311,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.54753745,-2.899197059",shallow well,0,0,unknown,enough,1702305915WP31_310,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.55988385,-2.897051061",shallow well,0,0,unknown,enough,1702305915WP30_309,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.54748356,-2.887185452",shallow well,0,0,unknown,enough,1702305915WP29_308,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.56265666,-2.877580276",shallow well,0,0,unknown,enough,1702305915WP27_306,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.56375454,-2.862296501",shallow well,0,0,unknown,enough,1702305915WP26_305,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.61755406,-2.875271653",shallow well,0,0,unknown,enough,1702305915WP08_287,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.61552991,-2.851422924",shallow well,0,0,unknown,enough,1702305915WP09_288,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.61161564,-2.833088023",shallow well,0,0,unknown,enough,1702305915WP11_290,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.5952645,-2.823027882",shallow well,0,0,unknown,enough,1702305915WP12_291,good,nira/tanira,unknown,on failure,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.5982842,-2.836458702",shallow well,0,0,unknown,enough,1702305915WP13_292,good,swn 80,unknown,on failure,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.55395928,-2.831418834",shallow well,0,0,unknown,enough,1702305915WP25_304,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
